,role,personal_address,contract_address,add_permissioned_runtime,remove_permissioned_runtime,add_prescription_permissions_runtime,remove_prescription_permissions_runtime,request_fill_runtime,add_permissioned_gas_used,remove_permissioned_gas_used,add_prescription_permissions_gas_used,remove_prescription_permissions_gas_used,request_fill_gas_used,add_permissioned_transactions,remove_permissioned_transactions,add_prescription_permissions_transactions,remove_prescription_permissions_transactions,request_fill_transactions,new_prescription_runtime,refill_prescription_runtime,new_prescription_gas_used,refill_prescription_gas_used,new_prescription_transactions,refill_prescription_transactions,add_prescription_runtime,fill_prescription_runtime,request_refill_runtime,add_prescription_gas_used,fill_prescription_gas_used,request_refill_gas_used,add_prescription_transactions,fill_prescription_transactions,request_refill_transactions
0,patient,0x8aDDcc2C6649c1a96BD3772Ec1BC21D989A57634,0x4f6cCDf15E1EE1DD6518D63f02897247A3fcC7eC,0.04822397232055664,0.0,0.06945085525512695,0.0,2.0269787311553955,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
1,patient,0xB0d535ee113552dEebF006c0986848923aA6c0e3,0xeFA87A96553f4d9C76a517D89D9E810929765c50,0.06501030921936035,0.0,0.06607580184936523,0.0,0.4945228099822998,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
2,patient,0x13c96F25FfaffC48D02d783fbbF0Fd1936164781,0x71513e8DDD2E49453d2550ea6d8baC150696e648,0.04649519920349121,0.0,0.0649569034576416,0.0,0.5395965576171875,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
3,patient,0x5d50b1D5407F4c2d8171E2F658b125Fd97340111,0x6Bc265Cc4D056f02EAc572B50B90b26f18c31911,0.04774165153503418,0.0,0.0657353401184082,0.0,0.5368342399597168,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
4,patient,0x1f836403197e905Ca09d415702E48594B0eda747,0x3bDC99446e523a1F655818C223E508428e168E5a,0.047987937927246094,0.0,0.0647585391998291,0.0,0.5361697673797607,44716.0,0.0,53058.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
5,patient,0xdA192658d6bBf0Cc35214d78C227220d9C27932A,0xae2b736f2f2e82a95E36BD3d4FaD54FDFfc2Be0D,0.048140764236450195,0.0,0.0664529800415039,0.0,0.6436116695404053,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
6,patient,0x7A1dd1714DEF4ed66D22dEb211697b98FFd69Fa0,0x0eBd888A06F79202792a3973D2615ed767594a4e,0.04885697364807129,0.0,0.09114265441894531,0.0,0.5605354309082031,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
7,patient,0x5f21BC913c6dEbCCa4ad45a4c097b5E7e24092aC,0xF5B27466A481f3A36bD5ab62D61F6f20B1328c5B,0.049495697021484375,0.0,0.06561422348022461,0.0,0.6418979167938232,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
8,patient,0x480D12367df2c3E76312C96b68b99A25363A1A5a,0xe0Ac5B23DcD142BA661E70D85CA73644D41f60A4,0.053809165954589844,0.0,0.06914806365966797,0.0,0.5503585338592529,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
9,patient,0xbBa0ccCBD88c4A6003c6BC8361613C0a17a81C00,0xf7d14fbCA08Ef98dd6bbd64AbFcb1e431EB29aD3,0.05481600761413574,0.0,0.07107138633728027,0.0,0.5195901393890381,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
