,role,personal_address,contract_address,add_permissioned_runtime,remove_permissioned_runtime,add_prescription_permissions_runtime,remove_prescription_permissions_runtime,request_fill_runtime,add_permissioned_gas_used,remove_permissioned_gas_used,add_prescription_permissions_gas_used,remove_prescription_permissions_gas_used,request_fill_gas_used,add_permissioned_transactions,remove_permissioned_transactions,add_prescription_permissions_transactions,remove_prescription_permissions_transactions,request_fill_transactions,new_prescription_runtime,refill_prescription_runtime,new_prescription_gas_used,refill_prescription_gas_used,new_prescription_transactions,refill_prescription_transactions,add_prescription_runtime,fill_prescription_runtime,request_refill_runtime,add_prescription_gas_used,fill_prescription_gas_used,request_refill_gas_used,add_prescription_transactions,fill_prescription_transactions,request_refill_transactions
0,patient,0x6a655c185Dfb12a18a04672E3C0AA8e366246E31,0xfB339f2293748cd82C4A64dE3e957c8305a7d88E,0.04565930366516113,0.0,0.06457710266113281,0.0,0.5284273624420166,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
1,patient,0x4166a8796D17DBd139D64d1295Bd02dD4D81c752,0x050e8EE85A436D52bd171E64A6511119BeBa966A,0.04957270622253418,0.0,0.06460118293762207,0.0,0.554267406463623,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
2,patient,0x6E023576effc1ED6E058feA411693a9509493227,0xF08D10E16144Ee1F3e2Bdb3b55CA2D34596F143b,0.04619956016540527,0.0,0.06332588195800781,0.0,0.4960331916809082,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
3,patient,0xfC830E0131172c67e754e24C863D0206DE64D454,0xfFA57aFf3aa5420b966F28Df7FFc58ce12BbdAf0,0.04621744155883789,0.0,0.06355977058410645,0.0,0.5272154808044434,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
4,patient,0xEDA1f9c081a338Ce4016f3dD95584a640162e997,0xB68b2c2D742B96033293E15eCE87297Db109F84b,0.05175971984863281,0.0,0.06845903396606445,0.0,0.6367156505584717,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
5,patient,0xE38101ee59f6721FeE904334ec71Bd97657Dcd33,0x3649F1644e47d67c7b608ff84F42ffE3dD75920D,0.04599881172180176,0.0,0.06626582145690918,0.0,0.8503232002258301,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
6,patient,0x948d20fdBAd05D7847ACa65F0BB69e3e56841199,0x0802194dC881B912f58212318427673373027d69,0.0450894832611084,0.0,0.06271886825561523,0.0,0.4763064384460449,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
7,patient,0xC96F74c496300c4bc1Ce860c06A895543F143901,0xCd5D42BEDa17634C3B76113Bf0348973F9F15eDF,0.04484820365905762,0.0,0.06453728675842285,0.0,0.46987271308898926,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
8,patient,0xE42a2cAec6A438689129F0A1EA6C388b001E0f0C,0x578A19ab9FC492D3Cb2CA96FCbAbebAFC1e798f7,0.05433082580566406,0.0,0.06680178642272949,0.0,0.492171049118042,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
9,patient,0x391CDfD35Ce2fA1381607671ae81fd50c56566ca,0x52a4104be8D074781112f0ac9235394bf3931BDe,0.04718136787414551,0.0,0.06687712669372559,0.0,0.4733614921569824,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
