,role,personal_address,contract_address,add_permissioned_runtime,remove_permissioned_runtime,add_prescription_permissions_runtime,remove_prescription_permissions_runtime,request_fill_runtime,add_permissioned_gas_used,remove_permissioned_gas_used,add_prescription_permissions_gas_used,remove_prescription_permissions_gas_used,request_fill_gas_used,add_permissioned_transactions,remove_permissioned_transactions,add_prescription_permissions_transactions,remove_prescription_permissions_transactions,request_fill_transactions,new_prescription_runtime,refill_prescription_runtime,new_prescription_gas_used,refill_prescription_gas_used,new_prescription_transactions,refill_prescription_transactions,add_prescription_runtime,fill_prescription_runtime,request_refill_runtime,add_prescription_gas_used,fill_prescription_gas_used,request_refill_gas_used,add_prescription_transactions,fill_prescription_transactions,request_refill_transactions
0,patient,0x828f00C6d48cAbbfB132400Ba5a2c30D10aDabb4,0x97e2672Eb2Fa86d26BBF0282207Eb414B749f777,0.04663419723510742,0.0,0.06361603736877441,0.0,1.187621831893921,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
1,patient,0x9E7f4Bfae34A3E74bc826da6882094297d732075,0x18662bc073B334DB82ae32Ec35f7122Fb7A82189,0.046629905700683594,0.0,0.07573294639587402,0.0,0.4766843318939209,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
2,patient,0x4d283Dbe0Fda92F4ada75EC67C1FFbA3227Fec1E,0x816a112B3c104Fd3aA496138C6B56Ca408Ea3a6e,0.04493546485900879,0.0,0.062408447265625,0.0,0.476482629776001,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
3,patient,0x68d3250A738FedAd5CF5369c8A9797a38A1E4101,0xB8656832b0096C22E2Ef937366BAb5FF45b21218,0.04613208770751953,0.0,0.0641787052154541,0.0,0.4874763488769531,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
4,patient,0xCe8F028E46FF8c463a486Cb5F4f8a840C655FadB,0x0778a06eFA4092DF60030601d93920B1e454DA30,0.04547119140625,0.0,0.061850547790527344,0.0,0.464493989944458,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
5,patient,0x247AAF3ed2B7B6a5CC26734342619d6c3c052296,0x26bCC49994b216dE5219F04101Bd9506B2B6f724,0.045030832290649414,0.0,0.0624082088470459,0.0,0.5194017887115479,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
6,patient,0xe397efD2C233378c930c75b7EcE45dCB160EEa1a,0x68f78cC4976Cf58C551F965AcB79081bd3B4A163,0.045278072357177734,0.0,0.06341028213500977,0.0,0.5114631652832031,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
7,patient,0xD669325D5A7D2fB14Cc90127AA486095A306Bf1D,0x2BB4457F04d592C89298f20055c8799E2F564622,0.04474210739135742,0.0,0.0616302490234375,0.0,0.47968411445617676,44716.0,0.0,53058.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
8,patient,0xd15367a183F99D72CE4dbEe169DF0189B2F87A2F,0x332a6e6f9bA632b577CC0C7bBA1765b0Cf406D87,0.04857301712036133,0.0,0.06194496154785156,0.0,0.516155481338501,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
9,patient,0xd47845777cE1D8795877d8Cc6a0c0374fE8Fe799,0xB10704CC126c8f43f8B6808dc2007f87c8e8EA67,0.045645713806152344,0.0,0.06253743171691895,0.0,0.6808242797851562,44716.0,0.0,53058.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
